key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203
119,67555,1,30,52,"BNPC_ENEMY_KNIGHT_GLA_01","BNPC_ENEMY_KNIGHT_GLA_02","BNPC_ENEMY_KNIGHT_GLA_03","BNPC_ENEMY_KNIGHT_GLA_04","BNPC_ENEMY_KNIGHT_LAN_01","BNPC_ENEMY_KNIGHT_LAN_02","BNPC_ENEMY_KNIGHT_LAN_03","BNPC_ENEMY_KNIGHT_LAN_04","BNPC_ENEMY_KNIGHT_LEADER","BNPC_ENEMY_KNIGHT_CNJ_01","BNPC_COMPANION_LUNA","BNPC_COMPANION_SEBASTIAN","BNPC_COMPANION_AVAN","BNPC_WAY_STOP_01","BNPC_WAY_STOP_02","BNPC_WAY_STOP_03","BNPC_WAY_STOP_04","BNPC_WAY_STOP_05","BNPC_WAY_STOP_06","BNPC_WAY_STOP_07","BNPC_WAY_STOP_08","BNPC_WAY_STOP_09","BNPC_WAY_STOP_10","BNPC_WAY_STOP_11","BNPC_WAY_STOP_12","BNPC_WAY_STOP_13","BNPC_OGRE_01","BNPC_OGRE_02","BNPC_OGRE_03","BNPC_OGRE_04","BNPC_ABIS_01","BNPC_ABIS_02","ACTION_SCRIPT_TRIGGER_JIBAKU","ACTION_SCRIPT_TRIGGER","ACTION_CIRCLE_OF_DOOM","CHANNELING_LUNA_KOUSOKU","YELL_QIB_01","YELL_QIB_02","YELL_QIB_03","YELL_QIB_04","YELL_QIB_05","YELL_QIB_06","YELL_QIB_07","YELL_QIB_08","YELL_QIB_09","YELL_QIB_10","YELL_QIB_11","YELL_QIB_12","YELL_QIB_13","POP_RANGE_MONSTER_BATTLE_MOVE_01","POP_RANGE_MONSTER_BATTLE_MOVE_02","POP_RANGE_MONSTER_BATTLE_MOVE_03","EVENT_RANGE_START_NCUT_BEFORE_BOSS","BNPC_ENEMY_BOSS","BNPC_ENEMY_KNIGHT_BOSS_LAN_01","BNPC_ENEMY_KNIGHT_BOSS_LAN_02","BNPC_ENEMY_KNIGHT_BOSS_LAN_03","BNPC_ENEMY_KNIGHT_BOSS_GLA_01","BNPC_ENEMY_KNIGHT_BOSS_GLA_02","BNPC_ENEMY_KNIGHT_BOSS_CNJ_01","BNPC_COMPANION_BOSS_LUNA","BNPC_COMPANION_BOSS_SEBASTIAN","BNPC_COMPANION_BOSS_AVAN","POP_RANGE_PLAYER_START_FOR_BOSS","BGM_BOSS_BATTLE","POP_RANGE_REST_MOVE_01","EOBJ_SHOKAN","EVENT_ACTION_01","BNPC_ENEMY_KNIGHT_BOSS_LEADER","NCUT_01","LOC_ACTOR_JANE","LOC_ACTOR_QUIMP","LOC_ACTOR_LEVE","LOC_ACTOR_KNIGHT_L","LOC_ACTOR_KNIGHT_01","LOC_ACTOR_KNIGHT_02","LOC_LEVEL_LEVE","LOC_LEVEL_QUIMP","LOC_LEVEL_JANE","LOC_LEVEL_START","MOT_EVENT_LOOK_WEAPON","LOC_BGM0","LOC_LEVEL_MOG","","","","","","","","","","","","","","","","","",5877179,5881584,5881585,5881586,5881580,5881581,5881582,5881583,5881577,5881640,5881587,5881588,5881589,5881591,5881592,5881593,5881594,5882011,5882015,5882018,5882022,5882026,5882226,5883637,5883639,5883646,5881763,5881764,5883276,5883279,5883269,5883270,4731,3269,23,42,2622,2623,2624,2625,2626,2627,2628,2629,2630,2631,2632,2633,2634,5881758,5883272,5883281,5883703,5883726,5883752,5883754,5883756,5883758,5883760,5883762,5883781,5883782,5883783,5883784,91,5885177,5883708,3,5885849,986,1014691,1014685,1014684,1015071,1015196,1014697,5933335,5933337,5933336,5935466,1064,117,5935584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,67553,1,30,49,"BNPC_FEMAIL_01","BNPC_LUNA_01","BNPC_SEBASTIAN_01","BNPC_DIR_DUMMY_01","BNPC_P1_GLD_01","BNPC_P1_LNC_01","BNPC_P1_LNC_02","BNPC_P2_ACN_01","BNPC_P2_LNC_01","BNPC_P2_GLD_01","BNPC_P2_GOLEM_01","ACTION_SUMMON","YELL_FEMAIL01_01","LOC_MARK_01","LOC_ACTOR_LEVE","LOC_ACTOR_QUIMP","LOC_ACTOR_AST","MOT_EVENT_LOOK_WEAPON","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5885434,5885435,5885436,5926960,5885437,5885438,5885439,5885456,5885457,5885458,5890367,4779,2649,5932734,1014684,1014685,1014955,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,67559,1,30,58,"BNPC_LUNA_01","BNPC_SEBASTIAN_01","BNPC_HUNTER_01","BNPC_HUNTER_02","BNPC_HUNTER_03","BNPC_HUNTER_04","BNPC_P1_GLD_01","BNPC_P1_LNC_01","BNPC_P1_LNC_02","BNPC_P2_ACN_01","BNPC_P2_LNC_01","BNPC_P2_LNC_02","BNPC_P2_ARC_01","BNPC_P2_ARC_02","BNPC_P2_ARC_03","BNPC_P2_ARC_04","BNPC_P2_ARC_05","BNPC_P2_BANDERSNATCH_01","ACTION_SUMMON","LOC_ACTOR_HUNTER_01","LOC_ACTOR_HUNTER_02","LOC_ACTOR_HUNTER_03","LOC_ACTOR_HUNTER_04","LOC_ACTOR_JANE","LOC_ACTOR_QUIMP","LOC_ACTOR_LEVE","LOC_ACTOR_CELIE","LOC_ACTOR_ENEMY_01","LOC_ACTOR_ENEMY_02","LOC_ACTOR_ENEMY_03","LOC_LEVEL_ENEMY_01","LOC_LEVEL_LEVE_01","LOC_LEVEL_QUIMP_01","LOC_BGM0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5886119,5886120,5886154,5886155,5886156,5886157,5886121,5886122,5886123,5886146,5886147,5886148,5886149,5886150,5886151,5886152,5886153,5890660,4779,1015097,1015098,1015099,1015100,1014691,1014685,1014684,1015074,1015101,1015102,1015103,5936432,5935764,5935771,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,67252,1,30,58,"BNPC_SENSEI","BNPC_SANSON","BNPC_GUYDELOT","BNPC_DIR_DUMMY","BNPC_GOAL_01","BNPC_GOAL_02","BNPC_GOAL_03","BNPC_GOAL_04","BNPC_GOAL_05","BNPC_P1_CNJ_01","BNPC_P1_LNC_01","BNPC_P1_MCH_01","BNPC_P2_LNC_01","BNPC_P2_LNC_02","BNPC_P2_LNC_03","BNPC_P2_LNC_04","EOBJ_RESCUE","ACTION_GOAL_TRIGER","EVENTACTION_RESCUE","BNPC_P1_LNC_02","BNPC_P1_MCH_02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5886224,5886229,5886230,5923655,5923387,5923388,5923390,5923537,5886232,5886225,5886227,5886228,5886234,5886235,5886236,5924207,5886231,3269,35,5960883,5960884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,67564,1,30,56,"BNPC_WIDARGELT","BNPC_P1_KEGEMNK_01","BNPC_P1_KEGEMNK_02","BNPC_P1_ENERGY_01","BNPC_P1_ENERGY_02","ACTION_ENERGY_SUMMON","LOC_POP_0","LOC_POP_1","LOC_ACTOR_0","LOC_ACTOR_1","LOC_ACTOR_2","BGM_BATTLE","LOC_ACTION1","LOC_ACTION2","LOCKON_BY_ENERGY_BALL_THUNDER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5886248,5886249,5886250,5887413,5916107,1094,5919819,5919820,1014543,1014540,1014541,107,1071,173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,67221,1,30,56,"BNPC_OBORO_01","BNPC_P1_YAMININ_01","BNPC_P1_NIN_01","BNPC_P1_NIN_02","BNPC_P2_SUMMON_01","BNPC_P2_SUMMON_02","BNPC_P2_KOUMORI_01","BNPC_P2_KOUMORI_02","PR_P2_MOVE_TARGET_YAMININ_01","EOBJ_MAKIBISHI","STATUS_MAKIBISHI_DAMAGE","DEF_ACTION_MAKIBISHI","POPTIME_KOUMORI","LCUT_ACTOR0","LCUT_ACTOR1","LCUT_ACTOR2","LCUT_POS_ACTOR0","LCUT_BGM0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5886273,5886266,5886267,5886268,5886270,5886272,5887414,5887415,5891769,5891770,1221,3196,30,1013849,1014669,1014670,5917728,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,67573,1,30,60,"BNPC_SHINMAI","BNPC_SOLKIZAGIL","BNPC_HOLY_SHIELD_1","BNPC_HOLY_SHIELD_2","BNPC_HOLY_SHIELD_3","POP_RANGE_LATE_BATTLE_START","BNPC_BATTLE_FIELD_EDGE_01","BNPC_BATTLE_FIELD_EDGE_02","BNPC_BATTLE_FIELD_EDGE_03","BNPC_BATTLE_FIELD_EDGE_04","BNPC_BATTLE_FIELD_EDGE_05","BNPC_BATTLE_FIELD_EDGE_06","BNPC_BATTLE_FIELD_EDGE_07","BNPC_BATTLE_FIELD_EDGE_08","BNPC_FOR_JUMP_01","BNPC_FOR_JUMP_02","BNPC_FOR_JUMP_03","BNPC_FOR_JUMP_04","BGM_BOSS_BATTLE","ACTION_INVINCIBLE","CHANNELING_INVINCIBLE","STATUS_PARAM_MUTEKI","STATUS_PARAM_REGEN","ACTION_BLOODSTAIN","EOBJ_DAMAGE_FLOOR","STATUS_PARAM_DAMAGE_FLOOR","ENPC_PAPASHAN","ENPC_SOLKZAGIL","ENPC_JENLINCE","ENPC_CONSTAN","LCUT_ACTOR0","LCUT_ACTOR1","LCUT_ACTOR2","LCUT_ACTOR3","LCUT_ACTOR4","LCUT_POS_ACTOR0","LCUT_POS_ACTOR1","LCUT_POS_ACTOR2","LCUT_ACTION0","NCUT_01","EOBJ_HOLY_SHIELD_1","EOBJ_HOLY_SHIELD_2","EOBJ_HOLY_SHIELD_3","LCUT_SE0","LCUT_BGM0","LCUT_BGM1","LCUT_BGM2","LCUT_BGM3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5882353,5886099,5886100,5886101,5886102,5882020,5886124,5886125,5886126,5886127,5886128,5886129,5886130,5886131,5886132,5886133,5886134,5886135,91,4745,2,1496,1665,4747,5886223,1666,5911812,5911813,5911814,5911815,1013868,1013837,1013838,1014472,1014471,5900389,5900390,5900392,936,976,5917573,5917574,5917575,94,86,97,91,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,67219,1,30,60,"BNPC_LALAI_01","BNPC_01_ZAKO_A_01","BNPC_01_ZAKO_A_02","BNPC_01_ZAKO_A_03","BNPC_02_ZAKO_A_04","BNPC_02_ZAKO_A_05","BNPC_02_ZAKO_B_01","BNPC_03_ZAKO_A_06","BNPC_03_ZAKO_A_07","BNPC_03_ZAKO_B_02","WARP_PC_POINT","BNPC_LALAI_02","BNPC_KAZAGGCHAH_01","BNPC_DAZA_01","BNPC_DOZOLMELOC_01","BNPC_ZHAIANELHAH_01","BNPC_GARUMU","BNPC_VOIDGATE_01","BNPC_VOIDGATE_02","BNPC_VOIDGATE_03","BNPC_IMP_01","BNPC_IMP_02","BNPC_IMP_03","ER_RECT_01","ER_RECT_02","ER_RECT_03","ER_RECT_04","CUT_SCENE_00","CUT_SCENE_01","IMP_POP_INTERVAL_1","LOGMESSAGE_QIB_01","LOGMESSAGE_QIB_02","BGM_BOSS_BATTLE","BNPC_STATE_NECKS_OFF","BNPC_THUNDER_BALL","DEF_ACTION_SUMMON_THUNDER_BALL","DEF_ACTION_BLIZZARD_CANON","EOBJ_ICE_DAMAGE_AREA","STATUS_PARAM_BLIZZARD_CANON","POP_RANGE_COMPANION_TANK_MOVE","LOCKON_BY_THUNDER_BALL","ENPC_WALDEVE_01","ENPC_WALDEVE_02","BNPC_STATE_LEFT_NECK_ON","BNPC_STATE_NECKS_ON","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5891371,5891375,5891376,5891377,5891410,5891412,5891413,5891418,5891419,5891420,5891455,5891456,5891457,5891458,5891459,5891460,5891463,5891473,5891474,5891475,5891476,5891478,5891479,5891381,5891414,5891421,5891424,938,939,20,3254,3255,91,120,5901000,4802,4803,5901009,1719,5901029,1,5938152,5938153,127,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,67233,1,30,34,"BNPC_ROSTNSTHAL_01","BNPC_JOYE_01","BNPC_ROSTNSTHAL_02","BNPC_01_CONDOR_01","BNPC_01_CONDOR_02","BNPC_01_CONDOR_03","BNPC_01_CONDOR_04","BNPC_01_CONDOR_05","BNPC_01_CONDOR_06","BNPC_01_CONDOR_07","BNPC_01_CONDOR_08","BNPC_01_COEURL_01","BNPC_01_COEURL_02","BNPC_01_COEURL_03","BNPC_01_COEURL_04","BNPC_01_COEURL_05","BNPC_01_COEURL_06","BNPC_01_COEURL_07","BNPC_01_RINGTAIL_01","BNPC_01_RINGTAIL_02","BNPC_01_RINGTAIL_03","BNPC_01_RINGTAIL_04","BNPC_01_RINGTAIL_05","BNPC_01_RINGTAIL_06","BNPC_01_RINGTAIL_07","BNPC_01_RINGTAIL_08","BNPC_01_SPRITE_01","BNPC_01_SPRITE_02","BNPC_01_SPRITE_03","BNPC_01_SPRITE_04","BNPC_01_SPRITE_05","BNPC_01_SPRITE_06","BNPC_01_SPRITE_07","BNPC_01_SPRITE_08","BNPC_01_GOLEM_01","BNPC_01_GOLEM_02","BNPC_01_GOLEM_03","BNPC_01_GOLEM_04","BNPC_01_GOLEM_05","BNPC_01_GOLEM_06","BNPC_01_GOLEM_07","BNPC_02_BOMB_01","BNPC_02_BOMB_02","BNPC_02_BOMB_03","BNPC_03_WEASEL_01","BNPC_03_WEASEL_02","BNPC_03_TIGER_01","BNPC_03_TIGER_02","MOVING_POINT_01","MOVING_POINT_02","ER_RECT_01","WARP_PC_POINT_01","MOVING_POINT_JOYE_01","BNPC_TYPE_01_GOLEM","BNPC_TYPE_02_BOMB","BNPC_TYPE_03_WEASEL","BNPC_TYPE_03_TIGER","ENPC_STEPHANIVIEN_01","ENPC_JOYE_01","BEHAVIOR_ROSTNSTHAL_01","BEHAVIOR_JOYE_01","BEHAVIOR_JOYE_02","BEHAVIOR_JOYE_03","BEHAVIOR_JOYE_04","QIB_YELL_01","QIB_YELL_02","QIB_YELL_03","QIB_YELL_04","ACTION_SCRIPT_TRIGGER","ACTION_HEART_SHOT","BGM_BOSS_BATTLE","LOC_MARKER_01","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","","","","","","","","","","","","","","","","","","","","","","","","","",5895579,5895580,5895760,5895588,5895590,5895592,5895593,5895594,5895595,5895596,5895598,5895601,5895602,5895603,5895604,5895634,5895635,5895636,5895606,5895607,5895608,5895609,5895610,5895612,5895613,5895614,5895615,5895616,5895618,5895619,5895620,5895623,5895624,5895625,5895626,5895627,5895628,5895629,5895630,5895631,5895632,5895642,5895646,5895648,5895752,5895755,5895753,5895756,5895586,5895757,5895759,5895762,5908268,4287,4291,4294,4295,5899500,5899501,30601,30602,30603,30604,30605,2723,2724,2725,2726,3269,2875,39,5923224,1014580,1015124,1014579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,67236,1,30,44,"BNPC_STEPHANIVIEN_01","BNPC_JOYE_01","BNPC_GROUP_A_BALLISTA_01","BNPC_GROUP_A_HAILLENARTE_SWORD_01","BNPC_GROUP_A_HAILLENARTE_SPEAR_01","BNPC_GROUP_A_HAILLENARTE_SPEAR_02","BNPC_GROUP_A_HAILLENARTE_GUARD_01","BNPC_GROUP_B_BALLISTA_01","BNPC_GROUP_B_HAILLENARTE_SWORD_01","BNPC_GROUP_B_HAILLENARTE_SPEAR_01","BNPC_GROUP_B_HAILLENARTE_SPEAR_02","BNPC_GROUP_B_HAILLENARTE_GUARD_01","BNPC_GROUP_C_BALLISTA_01","BNPC_GROUP_C_HAILLENARTE_SWORD_01","BNPC_GROUP_C_HAILLENARTE_SPEAR_01","BNPC_GROUP_C_HAILLENARTE_SPEAR_02","BNPC_GROUP_C_HAILLENARTE_GUARD_01","BNPC_PACK_A_WYVERN_01","BNPC_PACK_A_THRUSTAEVIS_01","BNPC_PACK_A_THRUSTAEVIS_02","BNPC_PACK_B_WYVERN_01","BNPC_PACK_B_DRAGONFLY_01","BNPC_PACK_B_THRUSTAEVIS_01","BNPC_PACK_C_WYVERN_01","BNPC_PACK_C_DRAGONFLY_01","BNPC_PACK_C_DRAGONFLY_02","BNPC_PACK_D_WYVERN_01","BNPC_PACK_D_WYVERN_02","BNPC_PACK_D_WYVERN_03","BNPC_PACK_D_DRAGONFLY_01","BNPC_PACK_D_DRAGONFLY_02","BNPC_PACK_E_WYVERN_01","BNPC_PACK_E_WYVERN_02","BNPC_PACK_E_DRAGONFLY_01","BNPC_PACK_E_DRAGONFLY_02","BNPC_PACK_F_WYVERN_01","BNPC_PACK_F_THRUSTAEVIS_01","BNPC_PACK_G_WYVERN_01","BNPC_PACK_G_WYVERN_02","BNPC_PACK_G_DRAGONFLY_01","BNPC_PACK_G_DRAGONFLY_02","BNPC_PACK_G_THRUSTAEVIS_01","BNPC_SVARA_01","LOGMESSAGE_A_BALLISTA_HP50","LOGMESSAGE_A_BALLISTA_HP25","LOGMESSAGE_B_BALLISTA_HP50","LOGMESSAGE_B_BALLISTA_HP25","LOGMESSAGE_C_BALLISTA_HP50","LOGMESSAGE_C_BALLISTA_HP25","LOGMESSAGE_A_BALLISTA_BREAK_DOWN","LOGMESSAGE_B_BALLISTA_BREAK_DOWN","LOGMESSAGE_C_BALLISTA_BREAK_DOWN","LOC_MARKER_01","LOC_MARKER_02","LOC_MARKER_03","LOC_MARKER_04","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","LOC_BGM0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5901097,5901098,5901106,5901107,5901108,5901109,5901110,5901116,5901117,5901118,5901119,5901120,5901121,5901122,5901123,5901124,5901125,5901132,5901135,5901136,5901137,5901138,5901139,5901140,5901141,5901142,5901143,5901144,5901145,5901146,5901147,5901148,5901149,5901150,5901151,5901154,5901155,5901159,5901160,5901161,5901162,5901163,5901165,3266,3267,3264,3265,3268,3269,3263,3262,3273,5925683,5925684,5925690,5925691,1014579,1015124,1014971,1014972,1014973,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,67240,1,30,52,"BNPC_COMPANION_FLAG","BNPC_COMPANION_GENNAI","BNPC_COMPANION_MAYAYA","BNPC_COMPANION_SEREST","BNPC_ENEMY_FLAG","EOBJ_KIRAKIRA_COMPANION_FLAG","EOBJ_KIRAKIRA_ENEMY_FLAG","EOBJ_KIRAKIRA_FUKUHEI","EOBJ_SHINGOUDAN_HASSHA","POP_RANGE_FUKUHEI","POP_RANGE_ENEMY_FLAG","POP_RANGE_SHINGOUDAN_HASSHA","POP_RANGE_GENNAI_INSTRUCTION_END","EVENT_ACTION_01","EVENT_ACTION_02","EOBJ_GENNAI_INSTRUCTION_END","BEHAVIOR_GENNAI","BEHAVIOR_MAYAYA","BEHAVIOR_SEREST","POP_RANGE_PLAYER_START_FOR_BATTLE","BGM_BOSS_BATTLE","BNPC_COMPANION_MAYAYA_BATTLE","BNPC_COMPANION_GENNAI_BATTLE","BNPC_COMPANION_MCH_DEFENSE_01","BNPC_COMPANION_MCH_DEFENSE_02","BNPC_COMPANION_MCH_DEFENSE_03","BNPC_COMPANION_FORTEMPS_GLA_01","BNPC_COMPANION_FORTEMPS_GLA_02","BNPC_COMPANION_FORTEMPS_GLA_03","BNPC_COMPANION_HAILLENARTE_GLA_01","BNPC_COMPANION_HAILLENARTE_LNC_02","BNPC_COMPANION_HAILLENARTE_LNC_03","BNPC_ENEMY_DZEMAEL_LEADER","BNPC_ENEMY_DURENDAIRE_LEADER","BNPC_ENEMY_PACK_A_GLA_01","BNPC_ENEMY_PACK_A_GLA_02","BNPC_ENEMY_PACK_A_GLA_03","BNPC_ENEMY_PACK_C_GLA","BNPC_ENEMY_PACK_C_LNC","BNPC_ENEMY_PACK_C_CNJ","BNPC_ENEMY_PACK_B_LNC_01","BNPC_ENEMY_PACK_B_LNC_02","BNPC_ENEMY_PACK_B_LNC_03","BNPC_ENEMY_PACK_D_ARC_01","BNPC_ENEMY_PACK_D_ARC_02","BNPC_ENEMY_PACK_D_ARC_03","BNPC_ENEMY_PACK_D_ARC_04","EOBJ_SKIP_INSTRUCTION","EOBJ_HEAL_AREA_COMPANION","EOBJ_HEAL_AREA_ENEMY","POP_RANGE_HEAL_AREA_COMPANION","POP_RANGE_HEAL_AREA_ENEMY","STATUS_PARAM_HEAL_AREA","BNPC_ENEMY_ADD_CNJ_01","BNPC_ENEMY_ADD_CNJ_02","BNPC_ENEMY_ADD_CNJ_03","BNPC_COMPANION_MCH_FUKUHEI_01","BNPC_COMPANION_MCH_FUKUHEI_02","BNPC_COMPANION_MCH_FUKUHEI_03","BNPC_COMPANION_MCH_FUKUHEI_04","BNPC_COMPANION_MCH_FUKUHEI_05","BNPC_COMPANION_SEREST_BATTLE","EOBJ_SHINGOUDAN_HASSHA_BATTLE","ACTION_SCRIPT_TRIGGER","ACTION_SCRIPT_TRIGGER_B","EOBJ_SHINGOUDAN_HASSHA_KIRAKIRA_BATTLE","EOBJ_SHINGOUDAN_HASSHA_KIRAKIRA","ENPC_SKIP_INSTRUCTION","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","LOC_ACTOR5","LOC_MARKER_01","LOG_MESSAGE_01","","","","","","","","","","","","","","","","","","","","","","","","",5888334,5888338,5888340,5888341,5888345,5888358,5888366,5888373,5888383,5888367,5888374,5888387,5888692,50,61,5888701,30582,30583,30584,5889656,91,5889759,5889760,5889761,5889762,5889763,5889764,5889765,5889766,5889767,5889768,5889769,5889773,5889774,5889775,5889776,5889777,5889778,5889779,5889780,5889781,5889782,5889783,5889944,5889945,5889946,5889947,5890069,5890169,5890172,5890186,5890187,1684,5890333,5890338,5890339,5891009,5891011,5891012,5891013,5891014,5891015,5891005,3269,4777,5910901,5910902,5930950,1014579,1015124,1014585,1014584,1015056,1015057,5932738,5346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
