#,Description,DescriptionEnhanced,Tooltip
0,,,
390,Steige auf deinen Magitek-Schlitzer. Ein klingenloses Exemplar der gefürchteten Maschine für weniger Schlitzen und mehr Reiten.,"Eine bestialischen Insekten nachempfundene Magitek-Maschine, welche völlig fahrerlos agieren kann. Bei den Feinden des Kaiserreichs ist sie für ihre alles zerschneidenden Klingen berühmt-berüchtigt und durfte nur wieder in den Umlauf gelangen, weil sie die Eorzäische Allianz dieser entledigt und zu einem Lieferfahrzeug umgebaut hat.",Magitek-Schlitzer in Angriffsmodus!
391,,,
392,,,
393,"Rufe Vurgar den Treuen als Reittier herbei. Marmor, Stein und Eisen bricht, aber dieser Golem nicht.","Vor langer Zeit setzten die Yok Huy Golems dieser Art als Kriegswaffen ein. Doch nach der Gründung von Tuliyollal verzichteten sie aufgrund ihrer neu entdeckten Abneigung gegen Konflikte darauf, neue zu erschaffen. In der Sprache der Yok Huy bedeutet der Name Vurgar einfach „der, der einen Körper aus Stein besitzt“.","Unverbrüchliche Treue ist etwas wahrhaft Edles. Auch in noch so fernen Ländern mit noch so fremden Sitten weiß wohl jeder um ihren Wert.
*Yugiri*"
394,Steige auf deinen Wanyudo auf. Ein Albtraum in Radform.,"Dieses dämonische Ochsenkarrenrad wurde einem Sagenwesen fernöstlicher Legenden nachempfunden, welches die Seelen all derjenigen stiehlt, die es erblicken. So grobschlächtig wie es ist, wurde es eigentlich als Schutzmaßnahme vor Eindringlingen entworfen. Besonders ausdauernde Reiter vermögen es allerdings, es als Fahrzeug zweckzuentfremden.","Deswegen müssen Räder und Gelenke jeden Tag geölt werden.
*Nitowikwe*"
395,"Rufe die Geläuterte Nachahmung als Reittier herbei. Keine Sorge, sie ist eigentlich kein Sünden­ver­tilger und wird dich nicht in einen verwandeln.","Diese auffällige Kreatur, die auf Pilgers Pfad herumstreifte, sah auf den ersten Blick wie ein Sünden­ver­tilger aus, ist aber in Wirklichkeit eine wandernde Pflanze. Es wird vermutet, dass sie ihre heutige Form angenommen hat, um in der vom Licht gefluteten Ersten Splitter­welt zu überleben.","Warum etwas erlernen, wenn man einfach andere nachahmen kann?
*Unbekannter Abenteurer*"
396,Rufe deine Impresario-Marionette herbei und erlebe den fröhlich-furcht­er­re­gen­den Schauer eines Ritts mit ihr.,"Dem Anführer des Circus Continental nachempfunden, verfügt diese Marionette über eine Verzauberung, die sie ganz im Geiste von Allerschutzheiligen erscheinen lässt. Und als wäre das noch nicht genug, gibt ihr Kopf einen tiefen, äußerst zufriedenstellenden Ton von sich, wenn man ihm nur hart genug eine verpasst.","Siehst du den Kürbis dort? Sieh ihn dir doch bitte mal ganz genau an ...
*Gevatter Pierrot*"
397,"Rufe deine Zottelmantel-Katze herbei. Eine riesige, dafür aber umso feinere Katze, deren ganzer Stolz ihre blaue Fliege ist.","Diese auf Tural heimische Katzenart wird aufgrund ihres Intellekts und milden Temperaments als „Sanfter Riese“ bezeichnet. Wen sie als vertrauenswürdig erachtet, lässt sie liebend gern auf ihrem Rücken reiten. Eine Sache gibt es allerdings zu beachten: Wie bei anderen Langhaartieren ist regelmäßiges Kämmen und Pflegen der Fellpracht absolute Pflicht - besonders während der heißeren Monate.","Lass uns die Liebe für alle Katzen im ganzen Land verbreiten!
*Katzenminister*"
398,"Rufe deinen treuen Saikrii herbei, der dich bei all deinen Jagdangelegenheiten bestens unterstützt.","Mit seiner unangefochtenen Mobilität hilft dir dieses vogelähnliche Wesen deine Beute in jeden noch so unzugänglichen Winkel Eorzeas zu verfolgen. Hinzu kommt noch sein ausgeprägter Geruchssinn, welches es in seiner Heimat zu *dem* Begleittier für ernsthafte Jäger gemacht haben soll. Hinter all der Tapferkeit steckt aber vor allem sein Verlangen, seinen Reiter glücklich zu machen und sich so den ein oder anderen Krauler zu verdienen.",Krahii!!
399,Lasse dich von dem Notfellwagen durch die Gegend karren. Keine Sorge - die Fahrt verringert keine Auftragsvergütungen.,"Ein Abschleppwagen, der zur sicheren Entfernung von ausgelaugten Jägern aus Gefahrenzonen dient. Was der ganze Stolz der feinen Felynen ist, welche den Wagen bewegen, wird von manchen Elitären als Fleck auf der Jägerweste angesehen. Das soll dich aber nicht davon abhalten, deine Fahrt auf dem schaukelnden Holzgefährt vollends zu genießen.",Macht doch nichts!
400,"Rufe dein Putschi herbei. Ein Schafs-Geist aus einer anderen Welt, dessen niedliches Aussehen nur ein Deckmantel für seine unglaubliche Macht ist.","Ein etwas deformierter Schafs-Geist, welcher in den Legenden des Neunten Splitters Reisenden im Tausch für Diamanten seinen Segen gibt. Dieses Exemplar ist ein wahres Musterbeispiel seiner Art, denn es lässt dich großzügigerweise auf ihm reiten.","Hm, wie wäre es dann mit einem Diamanten?
*Juwelierin*"
401,Ruf dein Weltall-Dhalmel herbei. Es hat sich perfekt an das Leben zwischen den Sternen angepasst.,"Da Dhalmele sowohl in trockenen Wüsten als auch auf schwebenden Inseln überleben können, ist ihre Anpassungsfähigkeit von großem wissenschaftlichen Interesse. So kam es, das einige Exemplare in die Weiten des Alls gebracht wurden, um ihre Entwicklung in einer gänzlich fremden Umgebung zu beobachten.",Fshuuuuuu!
402,Steige auf deinen Kosmoschweber und gleite dank neuester technologischer Innovationen auch ohne feste Routen durch die Lüfte.,"Dieses schwebende Brett wurde ursprünglich als Teil des Kosmozappers für den Transport von Projektteilnehmern der Kosmo-Erkundung entworfen. Die neuesten Versionen sind jedoch mit eigenen Kristallen als Energiequelle ausgestattet, wodurch sie nun komplett unabhängig eingesetzt werden können.",Wusch!
403,Rufe deinen Kronleuchter des Strahlenden Lichts als Reittier herbei. Schon bald wird dir ein Licht aufgehen!,"Dieser Kronleuchter aus einer Kirche des Strahlenden Lichts wurde mit einem Levitationszauber versehen, um zu verhindern, dass er herunterfällt und jemanden verletzt. Seitdem wurde er durch Feenmagie verbessert und kann mutige Helden ohne Höhenangst bis durch den Himmel tragen.","Es ist so dunkel hier. Sollten wir nicht lieber ein paar Kerzen aufstellen?
*Ryne*"
404,,,
405,,,
406,,,
407,"Rufe deine Flügel des Todes als Reittier herbei. Magische Schwingen, die auf der Spitze des Meso-Systems entdeckt wurden.","Magische Flügel, die denen des Ewigen Dunkels sehr ähnlich sehen. In monochrome Einfarbigkeit gehüllt, erwecken sie ein Gefühl der Ver­zweif­lung vor dem sicheren Ende, das jeden ereilt, ihre Herkunft ist und bleibt jedoch ein Rätsel. Würdige Träger belohnen sie mit der Stärke, ihre Todesfurcht zu überwinden und sich zu unerreichten Höhen aufzuschwingen. ","Nichts wirst du finden als Täuschung, Ver­zweif­lung und Tod.
*Midgardsormr*"
408,Rufe deinen Blumerich als Reittier herbei. Hoffentlich hast du keine Pollenallergie.,"Diese wandernde Pflanze scheint ein Ableger eines Zierstrauchs zu sein, dem du auf Pilgers Pfad begegnet bist. Sie hat sich entschlossen, dir zu folgen: Um Rache für ihre gefallene Mutterpflanze zu nehmen oder einfach nur ihre Samen in ferne Länder zu tragen, bleibt unklar.","Sieh dir nur diese prächtigen Blüten an! Es ist, als möchte diese Pflanze die Königin des Gartens werden.
*Meteion*"
409,,,
410,,,
411,"Rufe deinen Dynamit als Reittier herbei. Stubenrein wie es ist, sollte dieses Exemplar kein Versicherungsrisiko darstellen. *Sollte* ...","Ein magisches Wesen, das entsteht, wenn man Steine mit Äther durchdringt. Rowena erwarb dieses Exemplar in der Hoffnung, dass es wertvolle Schätze beherbergen könnte. Seitdem kümmert sich Khloe Aliapoh mit äußerster Sorgfalt um sein Wohlbefinden, weshalb es sich anfassen und sogar reiten lässt - ohne zu explodieren!","Die Dynamits haben es irgendwie geschafft, von draußen hereinzukommen!
*Warringway*"
412,,,
413,Steige in deinen Lowrider T1RANN ein. *Die* Karosse für wahre Herrscher der Straße.,"Dieses Fahrzeug ist ein wahrer Klassiker aus dem alten Lindblum und gehörte einst dem Präsidenten des Arkadion, der es wiederum als Erbstück erhalten hatte. Seitdem der Tyrann es fährt, wurde es mit vielerlei technischen Feinheiten ausgestattet, unter anderem einer Flugfunktion - um das einfache Volk spüren zu lassen, wer über sie herrscht (fliegt).","Ach, sei doch nicht so altbacken.
*Lewin*"
414,"Rufe deinen Uolon als Reittier herbei. Eine riesige Bestie, die sich mit einem noch riesigeren Grinsen um den Wald kümmert.","Dieser sanfte Gigant der östlichen Waldgebiete Yok Turals wird allgemein als eine verwandte Art der Trolle und Yetis angesehen. Besonders Naturkundler tendieren dazu, von Uolons fasziniert zu sein, verfügen sie doch über einen ausgesprochenen Intellekt, welcher sich zum Beispiel in ihren kreativen Tänzen beobachten lässt, mit denen sie das Wachstum von Pflanzen beschleunigen.","Ich würde dir eine Uolonhaarbürste ans Herz legen, ja ja.
*Vapli*"
415,Steig in deinen Sternenläufer Mk-O ein. *Der* Sternenläufer auf Oizys.,Dieser Sternenläufer wurde speziell für Einsätze auf Oizys hergestellt. Seine ver­gleichs­we­ise große Statur hat ihm unter den Mechanikern der Erkundung den Spitznamen „Diggi“ eingebracht.,"Ein ungewöhnliches Exemplar.
*G'raha Tia*"
416,"Steig in deine Kosmo-Panzerwaffe ein. Eine alte Magitek-Kriegsmaschine aus Garlemald, die für die Kosmo-Erkundung angepasst worden ist.","Eine Panzerwaffe aus Garlemald, die für die Kosmo-Erkundung zu einem Mecha umfunktioniert wurde. Ihre zahlreichen Beine und der tiefe Schwerpunkt des Kerns stabilisieren die Waffe und machen sie ideal für den Einsatz in Gebieten mit instabiler Schwerkraft.","Nächste Mal wird vorstellen Neuewaffe!
*Brayflox*"
417,,,
418,,,
419,,,
420,,,
421,,,
422,"Rufe deine Flügel des Nebels als Reittier herbei. Magische Schwingen, die aus dem Wrack des Doomtrains geborgen wurden.","Diese magischen Flügel hüllen dich einerseits in furchterregende Panzerung, andererseits in phantomartigen Nebel. Sie erinnern stark an die Schreckgestalt des Doomtrains und verleihen ihren Trägern möglicherweise dieselbe, rasante Zer­störungs­kraft.","Ich spinne nicht ... Ich mach's für Treno.
*Eyaney*"
423,,,
424,,,
425,Steig in deinen Sternenläufer Mk-A ein. Das „A“ steht für „abgespeckt“.,"Ein massenproduziertes und somit kostensparendes Sternenläufer-Modell. Das Projektkomitee der Kosmo-Erkundung hat alle Kosten gescheut, um dieses Modell Wirklichkeit werden zu lassen. Es soll jegliche Funktionen des Originals beinhalten, testen durfte das aber noch niemand ... Die herkömmlichen Projektmitarbeiter freuen sich jedenfalls, endlich auch eigene Mechas zu bekommen.","Ich mach mich dann sofort an die Massenproduktion, damit auch jeder einen bekommen kann!
*Nonotta*"
426,Nimm auf deinem Sternenebner Mk-R Platz. Das „R“ steht für „rot“.,"Das neueste Modell des allseits beliebten Sternenebners ist rot - und nicht viel mehr! Der Sechsradantrieb des Gefährts sorgt zwar nach wie vor für stabilen Fahrspaß auf unstetem Gelände, aber das war auch schon beim Standardmodell so. Trotzdem scheinen die Loporrit den Mk-R zum Mümmeln gern zu haben.","Rote Rüben, das muss mein Glückstag sein!
*Growingway*"
427,,,
428,Rufe deinen turalischen Schneemann als Reittier herbei. Ryoqor Terteh zum Anfassen!,"Dieser Schneemann ist einem der verspielten Geister Worqor Zormors, Ryoqor Terteh, nachempfunden. Der kleine Schlingel ist bekannt dafür, sich in der Gestalt eines Schneemanns in Siedlungen ein­zu­schlei­chen - ein Charakterzug, den du mit diesem Reittier nun endlich auch selbst ausleben darfst.","Hast du schon diesen grandiosen Schneemann bestaunt?
*Entzückter Handwerker*"
429,,,
430,,,
431,,,
432,,,
433,,,
434,,,
435,,,
436,,,
437,,,
438,,,
439,,,
440,,,
441,,,
442,,,
443,,,
444,,,
445,,,
446,,,
447,,,
448,,,
449,,,
450,,,
