#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Unknown1,Unknown2,Unknown3,ModelChara,EquipHead,EquipBody,EquipLeg,EquipFoot,MoveControl,RideBGM,Icon,UIPriority,MountAction,Unknown_70_1,Unknown_70_2,Unknown16,Unknown17,Order,FlyingCondition,Unknown5,Unknown6,Unknown7,IsFlying,Unknown8,MountCustomize,ExitMoveDist,ExitMoveSpeed,RadiusRate,BaseMotionSpeed_Run,BaseMotionSpeed_Walk,Unknown9,ExtraSeats,Unknown10,Unknown11,Unknown12,IsEmote,Unknown20,IsAirborne,ExHotbarEnableConfig,UseEP,Unknown13,IsImmobile,Unknown14,HideHeadgear,Unknown18,Unknown19
377,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
378,KHL E-0001,KHL E-0001,3,1,0,0,0,1,,,,4706,0,0,0,0,6,0,0,0,78,0,18,37,37,-1,0,45,15,15,1,2,157,0,10,100,0,0,60,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
379,Pilgers Freund,Pilgers Freunde,3,1,0,1,0,0,SE_Bt_Etc_Mount_GorillaDragon_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_GorillaDragon_bye,3833,0,0,0,0,2,895,4317,3650,0,8,20,41,42,325,1,45,85,85,1,2,152,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
380,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
381,Zweigträger,Zweigträger,4,2,0,1,0,0,SE_Bt_Etc_Mount_ShinpiTori_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_ShinpiTori_bye,4461,0,0,0,0,2,895,4310,1171,80,8,18,41,40,303,1,45,70,70,1,2,111,20,10,100,0,0,60,0,80,80,False,True,True,False,True,False,False,False,False,False,False,False
382,Luftraser C9,Luftraser C9,4,2,0,1,0,0,SE_Bt_Etc_Mount_SolutionNineCar_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_SolutionNineCar_bye,4494,0,0,0,0,2,20156,4311,10240,0,0,19,37,37,304,1,45,70,70,1,2,0,0,10,100,0,0,60,3,80,80,False,False,False,False,False,False,False,False,False,False,False,False
383,Antikes Luftschiff,Antike Luftschiffe,4,2,0,1,2,0,SE_Bt_Etc_Mount_MKDHikousen_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_MKDHikousen_bye,4495,0,0,0,0,2,20168,4312,11130,0,16,16,37,37,305,1,45,70,70,1,2,0,0,10,100,0,0,60,3,80,80,False,True,True,True,False,False,False,False,False,False,False,False
384,,,0,0,0,1,0,0,,,,4536,0,0,0,0,2,0,0,0,0,30,23,41,40,-1,0,45,15,15,1,2,151,0,10,100,0,0,70,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
385,Hochmobiler Sternenläufer,Hochmobile Sternenläufer,4,2,0,1,0,0,SE_Bt_Etc_Mount_WKSMech1_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_WKSMech1_bye,4537,0,0,0,0,2,20175,4316,10251,75,30,23,41,40,309,1,45,15,15,1,2,151,0,10,100,0,0,70,0,80,80,False,True,True,False,True,False,False,False,False,False,False,False
386,Sternenebner,Sternenebner,4,2,0,1,0,0,SE_Bt_Etc_Mount_WKSMech2_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_WKSMech2_bye,4456,0,0,0,0,2,20175,4309,10260,76,0,18,37,37,313,1,45,15,15,1,2,157,0,10,100,0,0,60,0,80,80,False,True,True,False,True,False,False,False,False,False,False,False
387,,,0,0,0,1,0,0,,,,4538,0,0,0,0,2,0,0,0,0,0,18,37,37,-1,0,45,15,15,1,2,157,0,10,100,0,0,60,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
388,S.K.K Kleinkopf I.,S.K.K Kleinkopf I.,3,1,0,0,0,1,SE_Bt_Etc_Mount_Mandragora_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Mandragora_bye,4535,0,0,0,0,2,638,4313,1158,0,8,18,41,40,310,1,45,15,15,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
389,Flügel der Ritterlichkeit,Flügel der Ritterlichkeit,4,2,0,1,0,0,SE_Bt_Etc_Mount_Wing_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Wing_bye,4539,0,0,0,0,2,20155,4314,30503,0,18,21,37,37,311,1,45,70,70,1,2,1,0,10,100,0,0,60,0,80,80,False,True,True,True,False,False,False,False,False,False,False,False
390,Magitek-Schlitzer,Magitek-Schlitzer,4,2,0,1,0,0,SE_Bt_Etc_Mount_KamakiriMech_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_KamakiriMech_bye,3741,0,0,0,0,2,895,4315,10062,0,30,23,41,40,312,1,45,15,15,1,2,159,0,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
391,,,0,0,0,1,0,0,SE_Bt_Etc_Mount_ShinpiTori_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_ShinpiTori_bye,4461,0,0,0,0,2,895,0,0,79,8,18,41,40,-1,1,45,70,70,1,2,111,20,10,100,0,0,60,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
392,,,0,0,0,1,0,0,,,,4562,0,0,0,0,2,0,0,0,0,30,23,41,40,-1,1,45,15,15,1,2,0,10,10,100,0,0,100,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
393,Vurgar der Treue,Vurgar der Treue,3,1,0,0,1,1,SE_Bt_Etc_Mount_IsekiGolem_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_IsekiGolem__bye,4578,0,0,0,0,2,895,4318,10290,81,30,23,41,40,314,1,45,15,15,1,2,161,0,10,100,0,0,60,0,80,80,False,True,True,False,True,False,False,False,False,False,False,False
394,Wanyudo,Wanyudo,3,1,0,0,0,1,SE_Bt_Etc_Mount_Wanyudo_call,E_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Wanyudo_bye,4579,0,0,0,0,2,895,4331,7160,0,18,23,37,37,315,1,45,70,70,1,2,160,20,10,100,0,0,60,0,80,80,False,False,True,True,False,False,False,False,False,False,False,False
395,Geläuterte Nachahmung,Geläuterte Nachahmungen,3,1,0,1,1,0,SE_Bt_Etc_Mountt_ShokubutsuTsumikui_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mountt_ShokubutsuTsumikui_bye,4580,0,0,0,0,2,20214,4319,4530,0,0,21,39,37,316,1,45,15,15,1,2,164,0,10,100,9,3,70,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
396,Impresario-Marionette,Impresario-Marionetten,3,1,0,1,1,0,SE_Bt_Etc_Mount_Mandragora_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Mandragora_bye,4625,0,0,0,0,2,330,4320,1159,83,8,18,41,40,317,1,45,15,15,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,True,False,False,False,False,False,False,False
397,Zottelmantel-Katze,Zottelmantel-Katzen,3,1,0,1,1,0,SE_Bt_Etc_Mount_Neko_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Neko_bye,4639,0,0,0,0,2,638,4321,3660,85,9,19,39,38,318,1,45,70,70,1,2,158,20,10,100,0,0,60,0,80,80,False,True,True,False,True,False,False,False,False,False,False,False
398,Saikrii,Saikrii,3,1,0,1,0,0,SE_Bt_Etc_Mount_KGKBird_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_KGKBird_bye,4589,0,0,0,0,2,20188,4322,40701,0,10,21,41,40,319,1,45,85,85,1,2,165,20,10,100,0,0,55,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
399,Notfellwagen des Logistikteams,Notfellwagen des Logistikteams,4,1,0,1,0,0,SE_Bt_Etc_Mount_KGKTanka_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_KGKTanka_bye,4640,0,0,0,0,2,20189,4323,40702,0,8,18,37,37,320,1,45,70,70,1,2,0,20,10,100,0,0,55,0,80,80,False,False,False,False,False,False,False,False,False,False,False,False
400,Putschi,Putschi,4,1,0,1,2,0,SE_Bt_Etc_Mount_FF9_Yarn_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_FF9_Yarn_bye,4641,0,0,0,0,2,895,4324,3670,0,8,18,41,40,321,1,45,70,70,1,2,162,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
401,Weltall-Dhalmel,Weltall-Dhalmele,4,2,0,1,2,0,SE_Bt_Etc_Mount_Dhalmel_WKS_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_Dhalmel_WKS_bye,4642,0,0,0,0,2,20175,4325,3391,0,8,18,41,40,322,1,45,85,85,1,2,84,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
402,Kosmoschweber,Kosmoschweber,4,2,0,1,0,0,SE_Bt_Etc_Mount_WKS_ZipLine_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_WKS_ZipLine_bye,4665,0,0,0,0,2,20175,4326,11140,0,18,18,41,40,323,1,45,15,15,1,2,0,0,10,100,0,0,60,0,80,80,False,True,True,True,False,False,False,False,False,False,False,False
403,Kronleuchter des Strahlenden Lichts,Kronleuchter des Strahlenden Lichts,4,2,0,1,0,0,SE_Bt_Etc_Mount_Chandelier_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Chandelier_bye,4666,0,0,0,0,2,20214,4327,16190,0,17,19,63,63,324,1,45,15,15,1,2,163,0,10,100,0,0,70,0,80,80,False,True,True,True,False,False,False,False,False,False,False,False
404,KHL L-0006,KHL L-0006,3,1,0,1,0,0,,,,4669,0,0,0,0,6,0,0,0,77,30,23,41,40,-1,0,45,15,15,1,2,0,0,10,100,0,0,100,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
405,KHL E-0002,KHL E-0002,3,1,0,1,0,0,,,,4893,0,0,0,0,6,0,0,0,84,0,18,37,37,-1,0,45,15,15,1,2,157,0,10,100,0,0,60,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
406,,,0,0,0,1,0,0,SE_Bt_Etc_Mount_Mandragora_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Mandragora_bye,4625,0,0,0,0,2,330,0,0,82,8,18,41,40,-1,1,45,15,15,1,2,1,20,10,100,0,0,60,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
407,Flügel des Todes,Flügel des Todes,4,2,0,1,0,0,SE_Bt_Etc_Mount_Wing_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Wing_bye,4687,0,0,0,0,2,20202,4328,30504,0,18,21,37,37,326,1,45,70,70,1,2,1,0,10,100,0,0,60,0,80,80,False,True,True,True,False,False,False,False,False,False,False,False
408,Blumerich,Blumeriche,3,2,0,1,0,0,SE_Bt_Etc_Mount_GrassFace_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_GrassFace_bye,4688,0,0,0,0,2,20214,4329,4521,0,0,0,41,42,327,1,45,70,70,1,2,121,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
409,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
410,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
411,Dynamit,Dynamit,4,1,0,1,0,0,SE_Bt_Etc_Mount_BakudanIwa_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_BakudanIwa_bye,4710,0,0,0,0,2,895,4332,7170,0,19,23,41,44,329,1,45,70,70,1,2,167,20,10,100,0,0,60,0,80,80,False,True,True,True,False,False,False,False,False,False,False,False
412,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
413,Lowrider T1RANN,Lowrider T1RANN,3,1,0,1,0,0,SE_Bt_Etc_Mount_Lowrider_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_Lowrider_bye,4712,0,0,0,0,2,20243,4334,10300,88,0,19,37,37,331,1,45,15,15,1,2,169,0,10,100,0,0,60,0,80,80,False,True,True,False,True,False,False,False,False,False,False,False
414,Uolon,Uolon,3,2,0,1,0,0,SE_Bt_Etc_Mount_Troll_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Troll_bye,4713,0,0,0,0,2,895,4335,1181,0,8,19,39,40,332,1,45,70,70,1,2,168,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
415,Sternenläufer Mk-O,Sternenläufer Mk-O,4,2,0,1,0,0,SE_Bt_Etc_Mount_WKSMech1_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_WKSMech1_bye,4784,0,0,0,0,2,20175,4336,10252,75,30,23,41,40,333,1,45,15,15,1,2,151,0,10,100,0,0,70,0,80,80,False,True,True,False,True,False,False,False,False,False,False,False
416,Kosmo-Panzerwaffe,Kosmo-Panzerwaffen,3,1,0,1,1,0,SE_Bt_Etc_Mount_ArmedWeapon_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_ArmedWeapon_bye,4785,0,0,0,0,2,20175,4337,10270,0,30,23,0,0,334,1,45,15,15,1,2,172,0,10,100,0,0,100,0,80,80,False,False,False,False,False,False,False,False,False,False,False,False
417,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
418,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
419,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
420,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
421,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
422,Flügel des Nebels,Flügel des Nebels,4,2,0,1,0,0,SE_Bt_Etc_Mount_Wing_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Wing_bye,4791,0,0,0,0,2,20244,4339,30505,0,18,21,37,37,339,1,45,70,70,1,2,1,0,10,100,0,0,60,0,80,80,False,True,True,True,False,False,False,False,False,False,False,False
423,KHL L-0006B,CHL L-0006B,3,1,0,1,0,0,,,,4845,0,0,0,0,6,0,0,0,86,30,23,41,40,-1,0,45,15,15,1,2,0,0,10,100,0,0,70,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
424,KPA-I,KPA-I,3,1,0,1,0,0,,,,4846,0,0,0,0,6,0,0,0,87,30,23,0,0,-1,0,45,15,15,1,2,172,0,10,100,0,0,100,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
425,Sternenläufer Mk-A,Sternenläufer Mk-A,4,2,0,1,0,0,SE_Bt_Etc_Mount_WKSMech1_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_WKSMech1_bye,4536,0,0,0,0,2,20175,4340,10253,75,30,23,41,40,340,1,45,15,15,1,2,151,0,10,100,0,0,70,0,80,80,False,True,True,False,True,False,False,False,False,False,False,False
426,Sternenebner Mk-R,Sternenebner Mk-R,4,2,0,1,0,0,SE_Bt_Etc_Mount_WKSMech2_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_WKSMech2_bye,4670,0,0,0,0,2,20175,4341,10261,76,0,18,37,37,341,1,45,15,15,1,2,157,0,10,100,0,0,60,0,80,80,False,True,True,False,True,False,False,False,False,False,False,False
427,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
428,Turalischer Schneemann,Turalische Schneemänner,4,2,0,1,0,0,SE_Bt_Etc_Mount_PvPYukidaruma_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_PvPYukidaruma_bye,4834,0,0,0,0,2,895,4343,15011,0,8,19,37,37,343,1,45,15,15,1,2,96,0,10,100,0,0,60,0,80,80,False,False,False,False,False,False,False,False,False,False,False,False
429,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
430,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
431,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
432,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
433,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
434,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
435,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
436,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
437,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
438,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
439,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
440,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
441,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
442,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
443,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
444,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
445,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
446,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
447,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
448,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
449,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
450,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
