#,Scale,ArrayEventHandler,Behavior,ModelChara,BNpcCustomize,NpcEquip,Special,Unknown9,Battalion,LinkRace,Rank,SEPack,Unknown0,BNpcParts,Unknown1,Unknown2,Unknown3,Unknown10,Unknown4,IsOmnidirectional,Unknown6,IsTargetLine,IsDisplayLevel,Unknown7,Unknown_70,Unknown8
2267,1,852379,0,384,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2268,2,852377,0,268,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2269,1.5,852380,0,65,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2270,1,0,0,480,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,True,True,False,True,False,False,False
2271,1,0,0,480,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,True,True,False,True,False,False,False
2272,1,0,0,480,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,True,True,False,True,False,False,False
2273,1,0,0,480,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,True,True,False,True,False,False,False
2274,1,0,0,480,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,True,True,False,True,False,False,False
2275,1,0,0,480,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,True,True,False,True,False,False,False
2276,1,0,0,0,36,379,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2277,1,0,0,0,41,384,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2278,1,0,0,0,40,383,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2279,1,0,0,0,37,380,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2280,1,0,0,0,42,385,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2281,1.3,0,962,0,282,458,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
2282,1,0,0,508,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2283,1,0,0,480,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,True,True,False,True,False,False,False
2284,1,0,0,480,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,True,True,False,True,False,False,False
2285,2,852385,0,328,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2286,1,0,0,480,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,True,True,False,True,False,False,False
2287,1,0,0,243,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2288,1.5,0,0,548,422,742,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2289,1,0,0,597,422,742,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2290,1,0,0,618,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2291,1,0,0,480,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,False,False,True,False,False,False
2292,1,0,0,604,0,0,0,0,4,0,6,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2293,2,0,0,595,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2294,2,0,0,596,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2295,2,0,0,598,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,False,False,True,True,False,False,False
2296,2,0,0,599,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,False,False,True,True,False,False,False
2297,1,0,0,604,0,0,0,0,4,0,6,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2298,1,0,0,480,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
2299,1.5,0,0,621,421,741,0,0,4,0,6,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2300,1.5,0,0,606,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2301,1.5,0,0,548,422,742,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2302,1,0,0,601,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2303,2,0,0,265,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2304,1,0,0,600,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2305,1,0,0,610,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2306,1.5,0,0,548,423,743,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2307,1,0,0,480,0,0,0,0,4,0,1,2,3,0,1,0,0,0,0,True,False,False,True,False,False,False
2308,10,0,0,406,0,740,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
2309,1,0,0,576,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
2310,1.75,0,30345,589,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
2311,2.1,0,0,590,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
2312,1,0,0,480,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,True,True,False,True,False,False,False
2313,1,0,0,356,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2314,1,0,0,364,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2315,1.5,0,0,182,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2316,2,0,0,612,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2317,1.5,852178,0,41,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2318,2,0,0,608,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2319,1,0,0,307,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2320,1,0,0,304,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
2321,1.5,0,0,306,0,0,0,0,4,0,2,0,0,3,1,0,0,0,0,False,True,True,True,False,False,False
2322,2,0,0,303,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2323,1,0,0,513,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,True,False,False,True,False,False,False
2324,1,0,0,614,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,True,False,False,True,False,False,False
2325,1,0,0,55,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2326,1,0,0,237,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,False,True,True,True,False,False,False
2327,0.5,0,0,608,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2328,2,0,0,233,0,0,0,0,4,0,6,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2329,1,0,0,613,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2330,1.5,0,0,548,422,742,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2331,2,0,0,298,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,False,True,True,True,False,False,False
2332,1,0,0,12,0,355,0,0,11,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2333,1.3,0,0,12,0,355,0,0,11,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2334,1,0,0,12,0,357,0,0,11,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2335,1.3,0,0,12,0,357,0,0,11,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2336,1,0,0,12,0,358,0,0,11,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2337,1,0,0,12,0,356,0,0,11,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2338,2,0,0,264,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2339,1.5,0,0,176,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2340,1.5,0,0,133,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2341,1,0,0,364,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2342,1,0,0,292,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2343,1.5,852030,0,126,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2344,2,0,0,100,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2345,2,0,0,107,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2346,1,0,0,613,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2347,1,0,0,232,0,0,0,0,4,0,2,0,8,0,1,0,0,0,0,False,True,True,True,False,False,False
2348,1,0,0,480,0,0,0,0,4,0,2,2,0,0,1,0,0,0,0,True,True,False,True,False,False,False
2349,2,0,0,17,0,416,0,0,4,0,0,0,8,0,1,0,0,0,0,False,True,True,True,False,False,False
2350,3,0,0,605,0,422,3115,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2351,1,0,0,480,0,0,0,0,4,0,2,2,0,0,1,0,0,0,0,True,True,False,True,False,False,False
2352,2,0,0,18,0,427,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2353,4,0,0,263,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2354,1.5,0,0,165,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2355,1,0,0,480,0,0,0,0,4,0,2,2,0,0,1,0,0,0,0,True,True,False,True,False,False,False
2356,8,0,0,101,0,0,0,0,4,0,0,8,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2357,3,0,0,609,0,662,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2358,2,0,0,629,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,True,True,False,True,False,False,False
2359,1,0,0,476,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,True,True,False,True,False,False,False
2360,5,0,0,250,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2361,1,0,0,480,0,0,0,0,4,0,2,2,0,0,1,0,0,0,0,True,True,False,True,False,False,False
2362,2,0,0,332,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2363,1,0,0,480,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,True,True,False,True,False,False,False
2364,1,0,0,63,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2365,1,0,0,19,0,431,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2366,1.2,0,0,365,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2367,1,0,0,17,0,757,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2368,1.2,0,0,18,0,428,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2369,1.2,0,0,216,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2370,1.5,0,0,167,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2371,1.8,0,0,53,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2372,1.5,0,0,201,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2373,1.5,0,0,363,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2374,1.2,0,0,187,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2375,1,0,0,12,0,358,0,0,11,0,6,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2376,0.5,0,0,292,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2377,0.5,0,0,293,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2378,0.5,0,0,294,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2379,2,0,0,100,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2380,0.9,0,0,12,0,357,0,0,11,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2381,2,0,0,88,0,0,0,0,4,0,6,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2382,2,0,0,107,0,0,0,0,4,0,6,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2383,2,0,0,101,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2384,5,0,0,100,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2385,1,0,0,381,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2386,1.8,0,0,12,0,756,3255,0,11,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2387,1.5,0,0,241,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,False,True,False,False,False
2388,1,0,0,480,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,True,True,False,True,False,False,False
2389,2,0,1070,107,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,False,False,True,True,False,False,False
2390,1,0,0,0,419,737,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2391,1,0,0,0,420,738,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2392,2,0,0,381,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2393,2,0,0,382,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2394,2,0,0,383,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2395,2,0,0,386,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2396,2,0,0,384,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2397,2,0,0,385,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2398,2,0,0,228,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2399,2,0,0,63,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2400,2,0,0,19,0,431,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2401,2,0,0,18,0,428,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2402,2,0,0,167,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2403,2,0,0,227,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,False,True,True,True,False,False,False
2404,2,0,0,228,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2405,2,0,0,19,0,431,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2406,2,0,0,18,0,428,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2407,5,0,0,103,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2408,8,0,0,100,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2409,8,0,0,101,0,0,0,0,4,0,0,8,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2410,2,0,0,638,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2411,4,0,0,167,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2412,2.5,0,0,64,0,0,0,0,4,0,6,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2413,1.8,0,0,17,0,416,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2414,3,0,0,17,0,417,3263,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2415,1.5,0,0,567,0,0,0,0,4,0,6,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2416,1.2,0,0,365,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2417,1,0,0,619,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,False,False,True,False,False,False
2418,1,0,1108,620,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,False,False,True,False,False,False
2419,2,0,0,18,0,430,0,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2420,1.8,0,0,18,0,429,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2421,1,0,0,18,0,427,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2422,1.5,0,0,167,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2423,1,0,1074,536,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,False,False,True,True,False,False,False
2424,1,0,0,0,132,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
2425,1,0,0,0,149,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
2426,1,0,0,0,117,53,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2427,1,0,0,0,217,54,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2428,1,0,0,0,57,54,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2429,1,0,0,0,386,54,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2430,1,0,0,481,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,False,False,False,False,False,False
2431,1,0,0,481,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,False,False,False,False,False,False
2432,1,0,0,481,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,False,False,False,False,False,False
2433,2,0,0,107,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2434,2,0,0,167,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2435,2,0,0,602,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2436,3,0,0,609,0,662,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2437,1.4,852445,0,96,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2438,1.5,852447,0,155,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2439,2.3,0,0,88,0,0,3114,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
2440,1,0,0,617,0,0,0,0,0,0,0,7,3,0,1,0,0,0,0,False,False,True,True,False,False,False
2441,1,0,0,628,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
2442,1,0,0,591,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2443,2,0,0,100,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2444,1,0,0,635,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,True,False,False,True,False,False,False
2445,3,0,0,609,0,662,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
2446,0.6,0,0,2476,0,0,0,0,4,0,6,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2447,1.5,852441,0,164,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2448,1.5,852403,0,4,0,614,0,0,6,2,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2449,1.2,852404,0,4,0,617,0,0,6,2,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2450,1.2,852405,0,4,0,615,0,0,6,2,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2451,1.5,852487,0,95,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2452,1,852469,0,615,0,0,0,0,7,0,0,0,3,0,1,0,0,0,0,False,True,True,True,False,False,False
2453,1,852470,0,615,0,0,0,0,7,0,0,0,3,0,1,0,0,0,0,False,True,True,True,False,False,False
2454,1.2,852489,0,3,0,609,0,0,7,1,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2455,1.2,852502,0,3,0,606,0,0,7,1,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2456,1.5,852448,0,3,0,607,0,0,7,1,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2457,1.5,852504,0,3,0,609,0,0,7,1,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2458,1.2,852428,0,3,0,607,0,0,7,1,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2459,1.2,852429,0,3,0,608,0,0,7,1,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2460,1,0,1115,0,139,480,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2461,1.2,852437,0,3,0,606,0,0,7,1,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2462,1.2,852436,0,3,0,607,0,0,7,1,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2463,2,852496,0,214,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2464,1.2,852472,0,616,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,False,True,True,True,False,False,False
2465,1.5,852473,0,616,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,False,True,True,True,False,False,False
2466,1,852503,0,7,0,322,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2467,1.2,0,0,104,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2468,1.5,0,0,45,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2469,1,852505,0,7,0,630,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2470,1,852506,0,7,0,631,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2471,1,852492,0,7,0,630,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2472,1,852491,0,7,0,631,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2473,1,852493,0,7,0,761,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2474,1,852507,1117,0,424,758,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2475,1.5,852495,0,179,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2476,2,0,0,152,0,0,3276,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2477,1.5,852413,0,63,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2478,1.5,852414,0,216,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2479,1.5,852415,0,216,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2480,1,852416,0,0,144,175,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2481,1,852417,0,0,144,175,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2482,1,852488,1113,8,0,466,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2483,2,852449,0,25,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2484,1.2,852450,0,31,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2485,2,852451,0,54,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2486,0.5,852452,0,35,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2487,2,852453,0,328,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2488,1,852454,0,145,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2489,2,0,0,199,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2490,1.5,0,0,291,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2491,1.5,0,0,289,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2492,1.5,0,0,377,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2493,1,0,0,492,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,True,True,False,False,False,False,False
2494,1,0,0,630,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,True,True,False,False,False,False,False
2495,1,0,0,632,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,True,True,False,False,False,False,False
2496,1,0,0,631,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,True,True,False,False,False,False,False
2497,1.5,0,0,377,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2498,1.5,0,0,331,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2499,2,0,0,127,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2500,1.5,0,0,4,0,309,0,0,6,2,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2501,2,0,0,3,0,608,3325,0,7,1,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2502,1.1,0,0,0,213,724,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2503,2,0,0,7,0,629,0,0,5,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2504,3,0,0,45,0,0,3251,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2505,1.2,0,0,45,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2506,2,0,0,3,0,750,3325,0,7,1,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2507,2,0,0,4,0,751,3324,0,6,2,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2508,2,0,0,9,0,752,3322,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2509,2,0,0,5,0,753,3320,0,8,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2510,6,0,0,100,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2511,3,0,0,78,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2512,3,0,0,79,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
2513,1.5,0,0,376,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
